artwork,artist_accepted,provenance,source,attribution_tbcleaned,accepted_criterion,accepted_cited,accepted_date,discarded_attribution1,discarded-criterion1,discarded_cited1,discarded_date1,discarded_attribution2,discarded-criterion2,discarded_cited2,discarded_date2,discarded_attribution3,discarded-criterion3,discarded_cited3,discarded_date3
b1107002x,"Italian School (16th century), 16th C.","(a) Sale, R.W.P. de Vries Galleries, Amsterdam, Prince de S.B. Collection, January 24-25, lot 350.","(a) Sale, R.W.P. de Vries Galleries (Amsterdam, Netherlands), Prince de S-B Collection Sale, 24 to 25 January 1922, lot 350.",,,,,,,,,,,,,,,,
b11070031,"Italian School (16th century), 16th C.","(a) Grahl ;""(a) Sale, R.W.P. de Vries, Amsterdam, Prince de S.B. Collection, January 24-25, 1922, lot 351.""","(a) Sale, R.W.P. de Vries Galleries (Amsterdam, Netherlands), Prince de S-B Collection Sale, 24 to 25 January 1922, lot 351.",(a) Italian School. Drawing in the manner of Bramante.,,,,,,,,,,,,,,,
b11070043,"Italian School (16th century), 16th C.","(a) Marques de Vassebol ;""(a) Cailleux Collection, Paris, France.""",(a) Information from reproduction.,(a) Italian School - 1st quarter 16th century.,,,,,,,,,,,,,,,
b11070079,"Italian School (16th century), 16th C.","(a) Sir Joshua Reynolds, London, England ;""(a) Cooper Union Museum for the Arts of Decoration, New York, New York, U.S.A., from 1942, 1942-36-1.""",(a) Information from reproduction.,,,,,,,,,,,,,,,,
b11070080,"Italian School (16th century), 16th C.","Lord Methuen Collection, Corsham Court, Wiltshire, England.",Information from reproduction.,"Italian School - 16th c. by Courtauld Institute of Art, London  (a) Copy after Polidoro da Caravaggio.",,,,,,,,,,,,,,,
b11071254,"Italian School (16th century), 16th C.",,"(a) Master Drawings, 1955, fig.2.;""(b) Information from reproduction.""",,,,,,,,,,,,,,,,
b11071266,"Italian School (16th century), 16th C.",(a) Private collection XLV (Confidential File).,(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11071278,"Italian School (16th century), 16th C.",(a) Private collection XLV (Confidential File).,(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London  (b) Attributed to Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11071308,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(b) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11071357,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 1st quarter 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11071369,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 1st quarter 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11071370,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11071436,"Italian School (16th century), 16th C.",,"(a) Verbally, Everett Fahy.;""(b) Information from reproduction.""",(a) Italian School - 16th c. by Everett Fahy.,,,,,,,,,,,,,,,
b11071448,"Italian School (16th century), 16th C.","(a and c) C. Fairfax Murray, London ;""(a and c) purchased from him in 1910 by J. Pierpont Morgan "";""(b and c) his gift to the Morgan Library, New York (I,81).""","(a) J. Pierpont Morgan Collection, Drawings by the Old Masters, vol.i, fig.81.;""(b) Pierpoint Morgan Library answer on Frick Art Reference Library letter to them."";""(c) Morgan Library, New York, Website, October 2009.""",(a) Italian School  (c) Italian School - 16th c.,,,,,,,,,,,,,,,
b1107145x,"Italian School (16th century), 16th C.","(c) Marquis de Lagoy, Aix-en-Provence ;""(a and c) Walter Esdaile "";""(c) Sale, H?tel Drouot, Paris, December 1877 "";""(a and c) C. Fairfax Murray "";""(a and c) purchased from him in 1910 in London by J. Pierpont Morgan "";""(b and c) his gift to the Morgan Library, New York (I,58).""","(a) J. Pierpont Morgan Collection, Drawings by the Old Masters, vol.i, fig.58.;""(b) Pierpoint Morgan Library answer on Frick Art Reference Library letter to them."";""(c) Morgan Library, New York, Website, October 2009.""",(c) Italian School - 16th c.,,,,,,,,,,,,,,,
b11071473,"Italian School (16th century), 16th C.","(a) Possibly with Lucien Goldschimdt, Inc., New York (shop closed March 1987).",(a) Information from reproduction.,(a) Italian School - 16th c. by Frick Art Reference Library,,,,,,,,,,,,,,,
b11072088,"Urbini, Carlo, 16th C..","Gallerie dell' Accademia, Venice.","Ruggeri, Ugo. Disegni Lombardi. Milan, 1982 (41).",,,,,,,,,,,,,,,,
b11073342,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 1st quarter 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11073354,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11073366,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11073378,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b1107338x,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11073391,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11073408,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 4th quarter 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b1107341x,"Italian School (16th century), 16th C.","(a) Duke of Devonshire, Drawings Collection, Chatsworth, England.",(a) Information from reproduction.,"(a) Italian School - 16th c. by Courtauld Institute of Art, London",,,,,,,,,,,,,,,
b11073469,"Italian School (16th century), 16th C.","(a) W. Edsaile ;""(a) Sale, Christie's, London, W. Esdaile Collection, June 18, 1840, lot 104? "";""(a) purchased from H.M. Calmann, London, in 1956, by the National Gallery of Canada, Ottawa.""","(a) European Drawings, National Gallery, Ottawa, 1965, p.36.","(a) Italian School - 4th quarter 16th c. by National Gallery (Ottawa, Canada), Ottawa, Canada. The old attribution to Pierino del Vaga cannot be maintained  it shows none of his stylistic peculiarities, and seems rather to be influenced by Francesco Salviati",,,,,,,,,,,,,,,
b11073561,"Italian School (16th century), 16th C.","(a) With Lucien Goldschmidt Gallery Inc., New York.",(a) Information from reproduction.,(a) Italian School - 16th c.,,,,,,,,,,,,,,,
b11073573,"Italian School (16th century), 16th C.","(a) With Lucien Goldschmidt Gallery Inc., New York.",(a) Information from reproduction.,(a) Italian School - 16th c.,,,,,,,,,,,,,,,
b11073597,"Italian School (16th century), 16th C.","(a) Harry G. Sperling, New York ;""(b) his bequest in 1971 to the Metropolitan Museum of Art, New York (1975.131.63).""","(a) Information from reproduction.;""(b) Metropolitan Museum of Art, New York, Website, October 2009.""",(b) Italian or Spanish School (16th century).,,,,,,,,,,,,,,,
b11073603,"Italian School (16th century), 16th C.","(a) Saint Louis Art Museum, Saint Louis (83:65).","(a) City Art Museum of St. Louis.;""(b) Information from reproduction.""","(b) Attributed to Italian School - 16th c. (a) Anonymous by City Art Museum of Saint Louis, St. Louis. Formerly attributed to Frederick Sustries",,,,,,,,,,,,,,,
b11073615,"Italian School (16th century), 16th C.","(a) Harry G. Sperling, New York ;""(b) his bequest in 1971 to the Metropolitan Museum of Art, New York (1975.131.67).""","(a) Information from reproduction.;""(b) Metropolitan Museum of Art, New York, Website, October 2009.""",(b) Italian or Spanish School (16th century).,,,,,,,,,,,,,,,
b11073627,"Italian School (16th century), 16th C.",,(a) Information from reproduction.,(a) Italian School - 16th c.,,,,,,,,,,,,,,,
b11073639,"Italian School (16th century), 16th C.","(c,d) Presumably Peter Lely, London (died 1680) ;""(b,d) Colonel Joseph William Weld Collection, Lulworth Manor, East Lulworth, Wareham, England.""","(a) Colonel Joseph Weld Collection, Courtauld Institute of Art (London, England), December 1972, p.4, fig.30.;""(b) Burke's Landed Gentry, 17th ed., 1952, pp.2676 to 2677."";""(c) Frick Art Reference Library, May 1974."";""(d) F. Lugt, Les Marques de Collections des Dessins et d'Estampes, 1921, p.387, fig.2093."";""(e) Frick Art Reference Library.""","(a) Italian School - 16th c. by Courtauld Institute of Art, London.",,,,,,,,,,,,,,,
b11073640,"Italian School (16th century), 16th C., attributed to.","(a) Galleria degli Uffizi, Florence, Italy.","(a) Alinari, Disegni di Grandi Maestri, 1925, p.23.;""(b) Frick Art Reference Library, 1932.""",(b) Attributed to Italian School - 16th c. by Frick Art Reference Library  (a) Anonymous - 16th c. by Alinari.,,,,,,,,,,,,,,,
b11073652,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Verbally, Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073676,"Italian School (16th century), 16th C.","(d) Dr. Julius S. Held, New York, and since 1971, Old Bennington, Vermont (died December 2002).","(a) Verbally, Julius S. Held, 8 March 1963.;""(b) Frick Art Reference Library, 8 March 1963."";""(c) Notes with drawing, 8 March 1963."";""(d) Information from Frick Art Reference Library Photoarchive.""",,,,,,,,,,,,,,,,
b11073688,"Italian School (16th century), 16th C., attributed to.","(a) Uffizi, Florence, Italy.","(a) Alinari, Disegni di Grandi Maestri, 1925, p.23.;""(b) Frick Art Reference Library, 1932.""",(b) Attributed to Italian School - 16th c. by Frick Art Reference Library  (a) Anonymous - 16th c. by Alinari.,,,,,,,,,,,,,,,
b1107369x,"Italian School (16th century), 16th C., attributed to.","(a) Uffizi, Florence, Italy.","(a) Alinari, Disegni di Grandi Maestri, 1925, p.23.;""(b) Frick Art Reference Library, 1932.""",(b) Attributed to Italian School - 16th c. by Frick Art Reference Library  (a) Anonymous - 16th c. by Alinari.,,,,,,,,,,,,,,,
b11073706,"Italian School (16th century), 16th C., attributed to.","(a) Uffizi, Florence, Italy.","(a) Alinari, Disegni di Grandi Maestri, 1925, p.23.;""(b) Frick Art Reference Library, 1932.""",(b) Attributed to Italian School - 16th c. by Frick Art Reference Library  (a) Anonymous - 16th c. by Alinari.,,,,,,,,,,,,,,,
b11073718,"Italian School (16th century), 16th C., attributed to.","(a) Uffizi, Florence, Italy.","(a) Alinari, Disegni di Grandi Maestri, catalogue, 1925, p.23.;""(b) Frick Art Reference Library, 1932.""","(a) Anonymous - 16th c. (b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1932.",,,,,,,,,,,,,,,
b11073731,"Italian School (16th century), 16th C., attributed to.","(a) Uffizi, Florence, Italy.","(a) Alinari, Disegni di Grandi Maestri, catalogue, 1925, p.23.;""(b) Frick Art Reference Library, 1932.""","(a) Anonymous - 16th c. (b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1932.",,,,,,,,,,,,,,,
b11073743,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073755,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073767,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 ot the Mus?e Bonnat, Bayonne.""","(a) Verbally, Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073779,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Verbally, Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073780,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Verbally, Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073792,"Italian School (16th century), 16th C., attributed to.","(a) Property of the trustuees of the Duke of Devonshire, Drawings Collection, Chatsworth, England.","(a) Annotation on Witt-Bri?re photograph, 1927.;""(b) Frick Art Reference Library, 1930.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1930.",,,,,,,,,,,,,,,
b11073809,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Verbally, Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073834,"Italian School (16th century), 16th C., attributed to.","(a) Jean Gigoux, Besan?on ;""(b) his collection was bequeathed in 1894 to the Mus?e des Beaux-Arts, Besan?on.""","(a) Frick Art Reference Library.;""(b) Henri-Bouchot, Gazette des Beaux-Arts, March 1921, pp.189 and 190, no.3."";""(c) Annotation on back of photograph, circa 1925."";""(d) Frick Art Reference Library, September 1926 to April 1941."";""(e) Henri-Bouchot, Beaux-Arts, vol.i, 1 November 1923, p.280."";""(f) Erica Tietze-Conrat, notes attached to old mount, 16 April 1941.""","(d) Attributed to Jacopo Tintoretto by Frick Art Reference Library, September 1926 to April 1941. Former attribution. E. Tietze-Conrat states that the drawing has nothing to do with this artist.",,,,,,,,,,,,,,,
b11073846,"Italian School (16th century), 16th C.","(a) L?on Bonnat ;""(a) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Verbally, Mme. Gaston Bri?re, 1925.",,,,,,,,,,,,,,,,
b11073858,"Italian School (16th century), 16th C.","(a) L?on Bonnat (1351) ;""(b) his bequest in 1922 to the Mus?e Bonnat, Bayonne.""","(a) Annotation on back of photograph, 1925.;""(b) Verbally, Mme. Gaston Bri?re, 1925.""",,,,,,,,,,,,,,,,
b1107386x,"Italian School (16th century), 16th C., attributed to.","(c,d) Presumably Pierre Crozat, Paris (died 1740) ;""(a,b) Colonel Joseph William Weld Collection, Lulworth Manor, East Lulworth, Wareham, England.""","(a) Colonel Joseph Weld Collection, Courtauld Institute of Art (London, England), list, December 1972, p.25, fig.237.;""(b) Burke's Landed Gentry, 17th ed., 1952, pp.2676 to 2677."";""(c) Frick Art Reference Library, June 1974."";""(d) F. Lugt, Les Marques de Collections des Dessins et d'Estampes, 1921, p.86, fig.474."";""(e) Frick Art Reference Library.""","(a) Attributed to Italian School - 16th c. by Courtauld Institute of Art, London.",,,,,,,,,,,,,,,
b11073895,"Italian School (16th century), 16th C., attributed to.","(a,c) Duke of Devonshire, Drawings Collection, Chatsworth, England, the property of the Trustees of the Chatsworth Settlement.","(a) Annotation on Witt-Bri?re photograph, 1927.;""(b) Frick Art Reference Library, 1930."";""(c) Frick Art Reference Library, Authority File of Private Collections.""","(b) Attributed to Italian School - 16th c. by Frick Art Reference Library, 1930. No attribution or title given on photograph.",,,,,,,,,,,,,,,
b11073901,"Italian School (16th century), 16th C.","(c,d) Presumably Pierre Crozat, Paris (died 1740).;""(b,d) Colonel Joseph William Weld Collection, Lulworth Manor, East Lulworth, Wareham, England.""","(a) Colonel Joseph Weld Collection, Courtauld Institute of Art (London, England), list, December 1972, p.21, fig.197.;""(b) Burke's Landed Gentry, 17th ed., 1952, pp.2676 to 2677."";""(c) Frick Art Reference Library, June 1974."";""(d) F. Lugt, Les Marques de Collections des Dessins et d'Estampes, 1921, p.86, fig.474."";""(e) Frick Art Reference Library, inscription and collector's mark as located and read from photograph.""",,,,,,,,,,,,,,,,
